gmap_id,nombre_restaurant,id_estado,valoracion_promedio
0x89ab31dca0d87ccf:0x742a7030b9916a1d,Wangz Bar & Grill,NC,4.3
0x89b8d3f97118879b:0x5fe113f0bdb57384,Leo's Subs Crabs & Chicken,MD,3.6
0x8854dd05431157a5:0xeeda185eb3b3b9b4,Seafoodie,NC,4.6
0x8893ef8a365adb65:0x97df98dff15fdbac,Old Florida Fish House,FL,4.1
0x89b77d86a73bc01f:0xe79e0a07bc38413d,S and C Seafood,MD,5.0
0x8850b2e203b67a97:0x875321683835f699,Hook & Anchor Family Seafood,NC,4.1
0x89a8faed0e6c354d:0x990c3396e3d3f0a3,Ballyhoo's Island Grill,NC,3.3
0x89b7c09c34aa9b95:0x20088c723b2d97f8,America's Best Wings,MD,4.2
0x89c803629c02a719:0x3fbd6cd654478f38,The Capital Grille,MD,4.7
0x88dd86c55fef7853:0x53627eba8a12a839,Hooters,FL,4.2
0x88914155bd39c7a1:0xb7277935b874a699,Marina Cafe,FL,4.3
0x88dd39d4b020c367:0x792689e9ebf62fe9,Riverside Express Seafood,FL,4.7
0x88db46c2f8eda79f:0x12388b9257cd3ee,The Pickled Parrot Island Grill,FL,4.3
0x8891435669050c33:0xb576eff4e3560b1a,Sarah K's Gourmet,FL,4.5
0x89c805db1061cd3f:0x26153816f39bb0a5,Fishnet,MD,4.5
0x88541ff6bee0d0f5:0xf2b3adbb67525e86,Roy's Kitchen & Patio,NC,4.4
0x88f5a495623a34d5:0x244f19115028e414,The Barn,GA,2.8
0x88daef9f2db64d0b:0x6fe708f87ad816a9,Café de Marco,FL,4.4
0x88e449e05e5969fd:0x98233320503add88,The juicy,FL,4.8
0x88c2c5d5ca72c02f:0xba875d9c14a9dd46,Jerry's Market Restaurant,FL,4.3
0x8894eb6573a1a95f:0xc984c1110f8037c4,"Triple Tails Oyster Bar & Grill, Liquor & Convenient Store",FL,3.9
0x88dd473e41176501:0x9c4ec699dff0ec2c,Olive Garden Italian Restaurant,FL,4.3
0x88dd47408619323b:0x216f8c79bd2daeb,Hooters,FL,4.0
0x88fe63ed602d5bdd:0x6d4b2398518fc15b,Bahama Breeze,SC,4.3
0x88fe8d3a763a964b:0x5a536e65390d889b,Rommy's Cuisine,SC,3.9
0x88f5653d123754ab:0x70f62c6d2eff99fb,Olive Garden Italian Restaurant,GA,4.2
0x8856b2a9025071a1:0x7e8b638ffe7ddcab,Landing Restaurant,NC,4.2
0x88e8a326aebc3283:0x8850ffd793b1509,Embers Wood Grill,FL,4.7
0x89b112349e91e749:0xee92ec70eeb3b3a2,Maldini's Ristorante Italiano,VA,4.2
0x88db47c8a9cfb7c3:0xc2d5f54d3a67e49b,Woody's Local Neighborhood Rum & Grille,FL,4.0
0x8890bff6122114b1:0xc43cc4502ec61bc7,Miller's Ale House,FL,4.2
0x88fe63c0c2419263:0x540283b97ea82b44,Port City Seafood,SC,4.8
0x88db3d100117dfb5:0xfdc8be60282095dc,Fish House Restaurant - Ft. Myers Beach,FL,3.9
0x88f9cf3910aa10ab:0x4a4652e0de69567e,Skrimp Shack,GA,4.5
0x88f5a6bf0f354d07:0xc10550e39ff8d2a,Mariscos Las Islitas,GA,3.6
0x88541e160772f1ed:0xde067b4b52c7ae48,Chicken Box Cafe,NC,4.2
0x88c2e18601b1a787:0x9b2e8460d54f8477,Mullet's Fish Camp & Market,FL,4.8
0x88f4fb6bea74dc5d:0x579a888ec01fc519,Big Tuna,GA,4.1
0x88d9ab3ce41ed805:0xc5cd955d985373f8,5 o'Clock Somewhere Bar and Grill,FL,4.2
0x88fdd7c1fca1ccb3:0x660e14ffe376187a,The Washout,SC,4.4
0x89aacab698b9e525:0xf0e1c6e89b2eb59a,Carolina Seafood Restaurant,SC,4.2
0x88ff93421e3fe30b:0x809f8d77599061d9,The Shrimper,SC,5.0
0x88ecf57edca7c3d5:0x506dc0500d6b1f46,Crafty Crab North Monroe,FL,4.2
0x88e5b73ba332d78d:0xea816e101c7d2873,Rod's Crab shack University,FL,4.7
0x89ab136d7a05fb83:0xa38b210d11e435aa,Crab Du Jour Xpress Cajun Seafood,NC,4.4
0x89b7a9c724a8a349:0x6e3b4f05804486ed,Doc's Crabs and Seafood,MD,3.9
0x885131958911d9b9:0xb06cd44bb1cbe930,Captain D's,NC,3.8
0x88f4c714d423f5a5:0x93539572670e3c94,The Juicy Crab,GA,4.2
0x88fb757160741065:0x4a8d917ddfd5b45f,Popeyes Louisiana Kitchen,GA,3.3
0x88f50fb162aa8d5d:0xb2352961594f8360,Big B's Fish Joint,GA,4.5
0x884535f57e447e5d:0xb4c7a3db942aa33,Long John Silver's,VA,3.8
0x89aef4eb857a3721:0x759b4d22993e7e22,Tarboro Seafood,NC,4.3
0x88c2c797db48455f:0x6ce1142212a69ca8,Yummi Crab Tampa,FL,3.0
0x88e872100ba2eb7f:0x715eadb3b087cae,"VFW Post Beverly Hills,FL",FL,3.8
0x88fc0d506003438d:0xf466daf5ef728279,Hank's Lowcountry Café,SC,4.9
0x88f45bec60e484ab:0xf39e9718e26a2828,Yosi Japanese Seafood & Steak House,GA,4.5
0x88d9ad973484b32d:0x94867655f6f4cf53,Rubio's Coastal Grill,FL,4.5
0x88e62d655914becd:0x4a294ab3a572d338,"Fry Daze - Seafood, Wings, & Subs",FL,4.4
0x88c33f8e0a695555:0x9909104c25a04fba,Stroke's Seafood,FL,4.6
0x89c804b3e779df01:0xbe3acba87108442,Sissy's Seafood,MD,4.1
0x88d90199327d793b:0xc4e798ec76da0,Mancora Ceviche Bar Fort Lauderdale,FL,4.7
0x88f02ba3936271df:0x5245bb6e4bef67d7,Destined Sweets&seafood,GA,4.9
0x89c805cee8d757c5:0xb34775c26710c153,Oriole pizza,MD,4.2
0x88f50116859d4063:0x958747e27c5ff1a3,Krabs Hut,GA,4.1
0x88dd81933ab9a5df:0xf7648236ae0299d1,Crack N Roll - Cajun Seafood • Sushi • Bubble Tea,FL,4.8
0x88f505ab1b05a703:0x80476d24db4b2477,Lusca,GA,4.4
0x88c2c644096b224d:0x678c2435588620e1,Roadside Seafood,FL,4.7
0x88ec8aaf93aa4935:0x94d545a710427487,Mr Krabs,FL,4.8
0x89ba9f18a364e911:0x5616096c0100153,Billy D's Seafood,VA,4.5
0x88c2fd4b8506bbed:0xa762a22d1bd613fe,Pasadena Steak House,FL,3.3
0x888ccdcddcf4880d:0x279a77bc67c6996b,The Jazzy Crab Restaurant and Bar,GA,3.9
0x89b079723692d4a1:0x18f2326758b40aad,The Twisted Crab-Patrick Henry Mall,VA,4.5
0x89b7a65df6876de3:0xb10320661598d0a0,B & S Seafood,MD,3.9
0x889386ff01dd7b59:0xb93d8728e00436f2,TIDES Restaurant & Lounge,FL,4.3
0x89c81b1dc592c9d9:0xe070aaaa93979a07,Rock Seafood and Fried Crabhouse,MD,4.3
0x88f505f80c483d03:0x18f10a3c02d7e88f,Prime Restaurant,GA,4.2
0x89b114f6249affff:0xc6cbc18e841a6047,Crawfish TOGO,VA,4.8
0x89b7627e3e105095:0x195f5cadc96362cc,The Striped Rock Restaurant,MD,3.3
0x89b64f757e8212dd:0xa604deafbe931f89,The Capital Grille,VA,4.7
0x88ee3d8a1d09887b:0x2e22f93904a6cafd,Off the Hook Seafood Grill,GA,4.4
0x89a8d1b558055673:0x93620d9b8acc39d,Mama Callie's Louisiana Seafood,NC,3.7
0x88d9a8f98d4383bf:0xea901e2562dfee9b,Micaela Peruvian Cuisine,FL,4.5
0x88f455b0d2183f73:0xccb7edf741be0b41,Yasin's Homestyle Seafood,GA,3.9
0x89ac03ccf10fd461:0xe24e13437a5cbe0a,Great Wall,NC,3.5
0x89b7f3e6d78c972b:0x596c4b0892bc3462,The Crab Shack Edgewater,MD,3.6
0x88c2eddf42655c8d:0xc8665ebb2a8fd5cf,Besa Grill,FL,4.0
0x8852565e55816139:0x4db343eded648cdd,Hooked on Main,NC,4.2
0x88d9a7aeeebcad9f:0x4c7c9b15376f9ba8,Lou's Seafood and catering,FL,4.1
0x89c81f2595db0199:0x9f6427f17663af38,Foobao Steam & Delicious Restaurant,MD,4.7
0x88f7c45561ec6f39:0x50932cc721027564,Clifford's Restaurant,GA,4.3
0x88566aa4b43dab0b:0xa2b08d2f2b8398d9,Blackstock Fish Camp,SC,4.4
0x89c7ddce9507677b:0x8458f14e759f6fa6,Main Street Oyster House,MD,4.0
0x88deeb08cec62e57:0xccdcabd5e7c36509,Kyle G's Oyster & Wine Bar,FL,4.8
0x885885db84656ebd:0x5a406f5d7c8afe2d,83 Degrees West New Orleans Seafood Grill,GA,4.4
0x88fe61d9ad207c31:0xdd2ac8ce0b6f7860,Ladson Seafood,SC,3.8
0x890068535214885b:0xc4a02c5f6bbb9b1c,Coco Cabana Island Cantina,SC,3.8
0x88d9072fd2d5d1c5:0xee7eb4f7d20bbadf,Seabar,FL,4.1
0x89a9f3720bf33753:0xdd89a437eb9b4538,Brent's Bistro,NC,4.8
0x89ae87eebba0de7b:0x55ca815715503cc8,Tasty Crab House - Rocky Mount,NC,4.2
0x89babdf67af087a3:0x5a81098c36c28943,Pier 88,VA,4.4
0x88f5094f718fc063:0xe0c05ac83f9c447e,Chequers Seafood + Steak,GA,4.4
0x88f68749f1ca9d6b:0xd712dda6c7160b0d,Dive In Seafood Bar & Eatery,GA,4.4
0x88f4f743936481bb:0x8de80bcbdaa21ebd,J And J Seafood,GA,4.2
0x89b875afbcacdaa5:0xe105c955e0947185,Buddys Crabs,MD,4.8
0x89b0750f4a518ae3:0x9b83fd91e7b0a276,Cedar Point Club,VA,4.6
0x88c36a91ff26d101:0x541e63a85567accd,Surf Shack Restaurant,FL,3.9
0x89c803f39f635da7:0xfc38564e02530718,Canton Dockside,MD,3.6
0x88c35b622343fe1b:0x725819c3fb14e455,Cucina Gloria,FL,4.5
0x8856bf27f6be7ea1:0xb84a251462a808b2,Yummy Crab,NC,3.4
0x88d9b3d5d96bcfc5:0x581d71910200d773,Bungalow By The Sea,FL,4.3
0x88d9b3545eeb8329:0xc801bb7e6072d33c,KINOKO Sushi Bar & Asian Cuisine,FL,4.8
0x89b649f184ca95eb:0x8a32471e1dc2a27e,Willie T’s Seafood Shack,VA,5.0
0x88de0f82a9e8b457:0x80da7ec34653efbc,Scotty's Steak and Seafood Co.,FL,5.0
0x88d8d7fe2c9fca9b:0xfd89c741ac0241e5,Seafood Of Palm Beach,FL,4.7
0x8893862f57e8922d:0x361098b6f3ceebda,Buster's Boardwalk,FL,4.1
0x890038bd0680dbc7:0x2ee4503c33d8924b,Spud's Waterfront Dining,SC,3.6
0x88d9264db90d3393:0x31b930b7c0f88781,Nicole Seafood & Prime Rib Restaurant,FL,4.2
0x8890bf086d945447:0x670661df2398a8d3,Island Fish and Grits,FL,4.7
0x89b7c63a7ae53657:0x8a54c9b550e6188,Caribbean Sea,MD,4.3
0x88fdd422dc0e8475:0xd59fc8088298f997,Atlantic Room,SC,4.4
0x89c9dac265e89b4d:0xfe093443ce05b314,The Chicken Basket,MD,3.7
0x88f50f1c4d0020ff:0x2635c541cf5328aa,Wok N Roll Restaurant,GA,2.9
0x88f50457fe197e8b:0xc9c1b06e8cb7d39d,Strip Steak Seafood Sushi,GA,3.4
0x88c29019bb054387:0xaa5ecbf25fe8945d,Frankies Raw Bar,FL,4.6
0x88e77b7240d5d257:0xa7b9f26a8a1f9675,Panda Asian Buffet,FL,3.0
0x8853192198174cd3:0x91742e27c218c5d7,Juicy King Seafood,NC,4.2
0x88f888bae5e19f8b:0xaa5b7bbd7c957c7,Charlie's Fisherman's Wharf,SC,4.1
0x88f8bb03faa2104b:0x4d3c8fd0a87431cb,Prime 1004,SC,5.0
0x88e5ab25e9be6a51:0xc21b57744560a528,The Hidden Crab,FL,4.6
0x88e44bc6f23a9585:0x3f1e40d05254a7ca,London's Fish N Chip,FL,4.1
0x88f34a3246728a29:0x9a882ec1f82b2d63,Granny's Seafood,GA,3.7
0x88fe8bb28911e8b9:0xd27d413d01f4286e,Poke Bros.,SC,5.0
0x8859eb00e8f9fad9:0x146c9325b5d2a56d,Mariscos El Paso,NC,4.5
0x88c2c5713fce890f:0x63f550852faf114b,Pappys Devil Crabs,FL,4.4
0x89ac68c1c3846b3b:0x31e0994470e5035e,Emperor's Choice Chinese,NC,3.6
0x88f6c873e564e5f5:0x1449cb730d9e0a5d,James Fish & Chicken,GA,4.3
0x89ace5ffc200f1ad:0x8c8b57ecd762d568,Big T's Fry Fish,NC,4.6
0x88f5a6c95366b569:0x55eb34e1209626a,Bigsby's Grill and Bar,GA,2.3
0x88f27925842e5f6b:0x86bcb537a110e1e2,Goodtimes Wings Shrimp & Fish,GA,4.3
0x89b78c1cce2a7807:0x7b7b31eacb148583,Parks Crabs,MD,5.0
0x89b6c6cda21dc475:0xfffa698ed0404f78,Mad Crab,VA,3.3
0x89ba02bbb87537ad:0xba6ec93a1cebdbc,Fairport Marina,VA,4.6
0x88deebe1fb1108af:0xbed0f937df185491,The Fish Market & Seafood,FL,4.5
0x88d9b6845a6b6e5d:0x9681e8b39e939a32,The Oceanaire Seafood Room - CLOSED,FL,3.7
0x88db6bc17c06abff:0x56ad48edf6039b80,Ceviches by Divino,FL,4.5
0x8859f33c4bf402e3:0xcae4b898fa26a7d0,The Local Lounge & Kitchen,NC,4.3
0x88e729309129abc7:0x9ddcf17f86c3de60,Gypsy Fresh Grill,FL,4.5
0x89c7fe3b298820b1:0x44230467e54cd22c,Captain Jimmy's Crab House,MD,4.7
0x88d9b55b7e40e56f:0x71e7f91715f1b84d,Wave Coastal Cuisine,FL,4.0
0x89b6f8d84317f759:0x889c4274dbcb831,Juicy Claw,VA,3.4
0x89afa684fff5a901:0x20f2540935ee0031,Ella's Cafe,NC,4.3
0x88e529d08752d137:0x4437f13d4af85c2f,"Captain Joe's Seafood, Brunswick, Ga",GA,3.6
0x88dedd0d67b63663:0xaa34a558e20ad620,Stuart Grill & Ale,FL,3.4
0x89b07f6b8355c9b9:0x8658731a737000bc,Tasty Crab House,VA,4.1
0x89c7a369aa30d2f9:0x378942851224600c,Sunset Cafe,MD,4.2
0x88dedd2eac1d39ef:0x264b94f85d3e974c,Bolly Twist,FL,4.8
0x88f5053806452e2d:0x24ddc827949bfe3e,Hide Kitchen & Cocktails,GA,3.8
0x88f595c7a7f5b25f:0x8f0e1218ba8fd176,The Juicy Crab,GA,4.5
0x89ba95d82f52b657:0x31612b6cd1e1a60,Young Seafood,VA,3.1
0x88d9b70740764631:0x331b76868e81b103,Yaya's Miami Sushi & Seafood Restaurant,FL,3.8
0x88f56ba7b662c5ab:0xc6d80933e0a27c8e,Miller's Ale House,GA,4.6
0x88e5cd5c2bd9cb6b:0xdd571e51af26afcc,Randeez Nutz Express,FL,4.7
0x88f505d57dd78be3:0xf72894d62d9cb36e,Privilege Restaurant,GA,4.5
0x88f44b1fcfa3d993:0x5b8baaf57a7ce63f,Wing Hut and Seafood,GA,4.1
0x88d9b0d080c457df:0x7138f4f77434ec1d,The Crab Stop of Miami,FL,4.1
0x89b5ee56547514e7:0x39ea8956e2bc96f5,The Millwood Seafood And Steak,VA,4.7
0x88fe2404d7c3596f:0x788587413fb79c44,Definitely Delicious,SC,4.4
0x89b788a6b3dc763f:0x5523110392dc720f,"Olde Bay Tavern - North Beach, MD",MD,4.4
0x88d8d715c1fe5695:0xc36db49a28b8051e,Snappers fish & chicken,FL,4.3
0x89baecb1bb00b159:0x7a7384eb4f9d0525,Pier Cafe,VA,3.6
0x8856a24c4c3ad92f:0xd012dfa69b105017,Us Fried Chicken & Pizza 28208,NC,4.0
0x8890c6fb415d4c4d:0xeea6db8ccbb4d5c9,La Brisa,FL,4.4
0x89b11296fd32bfdd:0xf99372658687c7f0,Long John Silver's,VA,3.7
0x89b100b33e0cd3a3:0xf05adb8d58678877,Greedy Spoon,VA,3.9
0x8854faf1ed8605f3:0x396f62b65d0051f,Welika Fish House,NC,4.5
0x88d9b7cf88d9dd19:0x92a611fd02a90715,La Gamba Restaurant,FL,3.8
0x88f12afc60ad09f7:0x71c9237ffc0006ab,Herb's Fish Place,GA,4.7
0x88f09eb569739f6b:0x95aa528a3992cc01,Oak Island Crab House,GA,4.5
0x89c992ec4456718d:0x8a46d292f3ec56e7,Black Eyed Susan North,MD,4.4
0x88e7d4cd0e4ae9ab:0xebd75a2029c828a8,Uncle El's Seafood Restaurant,FL,4.2
0x89b7e3e400f03e39:0x2bfe56880e7cd274,Joe's Crab Shack,MD,3.7
0x8890c1d1ff0c1e23:0x6d4dc61834e8f64d,Cracking Crab,FL,4.3
0x88c2c529ccdd7097:0x8145ac5c7a9eabd4,Forever Young,FL,3.5
0x88e5c425e4e9c263:0x4219685641470398,Hook Fish and Chicken,FL,4.0
0x884dfc48cfe3efc7:0x3d8f3b5c098dd070,China Wall Restaurant,VA,2.5
0x89bac308349a7601:0x1674749d739f6e6e,Simply Steamed,VA,4.4
0x89baecb1a5cbc4c7:0xa74d2b3d3d6f3ab1,Lynnhaven Fish House Restaurant,VA,4.2
0x88f92296e97e8e19:0x47457070cf0e4ad8,Heaven's Marketplace,SC,4.1
0x88def1ac3fc4b911:0x8be6a1e2b456db76,Costa Seafood & Grill,FL,4.1
0x89b73d3d42524ff3:0x1e59abbe7228f605,LightHouse Restaurant,VA,4.1
0x88d9096ae56b69b1:0x56ff1da0617c3a67,Ceviche Point,FL,4.7
0x8850a4db5b491a55:0x35a2cde9b627c423,Jerri's Seafood & GRILL,NC,4.3
0x8893f1fdbba82733:0xb2dba1a7458b66c8,Acme Ice House,FL,3.3
0x88e729483e9286a5:0x5d98af62f7ac569b,Dolphin View Restaurant,FL,4.3
0x88500502e1f367bb:0x3bfbe05b79fbf5ca,Long John Silver's,VA,3.9
0x88f27f3808d98b3b:0xc722a5c0eac41b7c,Big Willy's Seafood LLC,GA,4.5
0x88d739ca57937567:0x1a68c3476c871585,Whale Harbor Marina,FL,4.4
0x88f51928f3e3ab09:0x307249bcba30db2c,Seafood Factory,GA,4.6
0x89aa1e3cc2f1ba17:0xccae7a9dff8f5977,Fu Wangz,NC,4.4
0x88e0aa50243ed943:0x637975b8395997aa,Long John Silver's,FL,2.3
0x88c316b068acd2af:0xdb6ce13794bf46f6,Cafe di Lorenzo,FL,4.4
0x88f906b412f2a2ef:0x3cbf0e1bf7bd481,Seafood & More,SC,4.5
0x88d9adfd9aea6649:0x64d7f31ed49f52af,Seafood Lovers Delight,FL,4.7
0x89b761c68fb537ed:0x5ce4adc412fb6d2a,Sawache Asian Seafood & Crryt,MD,4.0
0x88c291a44741aebf:0x1b54166d7d6dfabd,Paella & Tapas,FL,5.0
0x89c808b17ec81d45:0xd33c9beeb0e20088,Parkville Crabs,MD,4.1
0x88dd81bbbf7517cf:0xfa9fcc32e016014c,Kabab Cafe and Bakery,FL,4.6
0x89b6481f36900667:0x91373e2a7a86d693,M&S Grill - CLOSED,VA,3.7
0x88fab97930a2f41b:0xf39db4f20a46a60b,Popeyes Louisiana Kitchen,GA,2.4
0x888cd3dfe9afdf3d:0x77412747eb6fd7aa,Popeyes Louisiana Kitchen,GA,3.0
0x88d9a99777eab5cf:0xe08db9c93b85668c,Yami Crab & Bar,FL,4.7
0x888ccb4bd93da011:0x3f94c0a724642640,Shogun Japanese Steak House,GA,2.5
0x88e6da1595562259:0x71d0676a1c7669a4,Big Kahuna Seafood Shack & Tiki Bar,FL,4.0
0x89b169de42d9aeed:0x69cc9a17e96dddbe,JJ's Seafood,VA,4.6
0x8893e569be89e2d9:0xb5f26c95791d5630,Pandora's Grayton Beach,FL,4.0
0x8900a0468d4b5b75:0xa3e16a146fd699dd,Captain Pete's Seafood Restaurant,NC,3.7
0x88f3c1cc72685f7b:0x4486a462b3ba4a19,Shark's Fish & Chicken Chicago Style,GA,4.2
0x88f5058d9fa961eb:0xfd24856509ec8fdd,Boneheads Grill,GA,4.5
0x89b7bb70e5ee0379:0xb5076d704c61bb6d,Cori's Modern Kitchen + Bar,MD,4.6
0x88db3f77de5f8d07:0x33f17f218c181b89,The Fish & Vine,FL,4.2
0x88ed9181f26c5cff:0x645a1fe190364279,Lost Creek Restaurant Steak & Seafood,GA,4.7
0x88e78281f9601ffd:0x8fdff29c66c8f7ec,Bates New England Seafood and Steakhouse,FL,3.9
0x88f3fe382281b12f:0x4f35dc677d721654,Shurling Seafood,GA,4.1
0x88569a7f194cc84d:0x9962e32218b83cf1,River Bleu Steak & Fish at the RiverGate,NC,3.5
0x88f511935ceaf459:0x5553670e5cc5aacf,Jimmy'z Kitchen Marietta,GA,4.8
0x88569f8605954569:0x3c39bbd8a0ca0f75,HI Tide Poke & Raw Bar,NC,4.2
0x885602d9ebaa1589:0x5ac7500302728c7,Blythewood Seafood Emporium & BBQ Haven,SC,3.9
0x88f5a472973e5617:0xc4ea50947dac3cd3,Discover Wings,GA,4.0
0x8853197ff33ef9bd:0x70d387a9303628de,Los Koras Mexican Seafood & Grill,NC,3.9
0x89b7dd9d49799cab:0x2bb682fd4523ab9a,Emmerts Seafood,MD,4.6
0x885576714b32feef:0x29374974c99fae69,Betty Sue's,SC,4.4
0x88d9b7816067dcaf:0x48efeaa60044a2d3,Portosole,FL,4.7
0x885699c219744785:0x2d923609ab484502,Krustaceans Seafood Restaurant,NC,4.5
0x88d9b7796d44e3f5:0x7c41bf6de8192eec,Mason's Famous Lobster Rolls,FL,4.2
0x88556739e6dc85fb:0x4ca2c1a24d98d223,The Shrimper Seafood,SC,4.2
0x89c8047fc3d3736b:0x515d14e244eb46bc,Tela Mares Restaurant,MD,4.2
0x88e69d0325649103:0xb2796f145b044e2c,Mojo's Tacos-Mainland,FL,4.6
0x88ecf542b79e1785:0xaba93eab531a5f50,Toni's Homestyle Cookin & Seafood,FL,4.4
0x89b7be927cb00001:0x7171689794838f52,Long John Silver's,MD,3.5
0x890038951828c9ab:0x2c980839623a62c6,Harrelson's Seafood Market,SC,4.8
0x88f6c7ff0f4be18f:0x4c4ccff8775c810,Golden Crab Seafood & Grill,GA,3.8
0x89b64af46a576a43:0x31cd60d2502b5cf5,McCormick & Schmick's Seafood & Steaks,VA,3.8
0x89ace3edbdcacd3b:0x97756b913b1879a0,Pan Pan Diner,NC,2.4
0x88e7295fb232c71b:0xa3ef7dbbfb4a6f00,Bird of Paradise New Smyrna Beach,FL,4.7
0x89b7bec412f199d9:0x4161036c3289c39f,Garcia's Carry Out Fish Chicken and More,MD,4.5
0x88d8fdda0b8b9e7d:0x7f7cabaaa86960e,AND Fish Kitchen + Bar,FL,2.7
0x88f59ff4f59f3c93:0xd0dc5d15e9428cf8,Coast Seafood & Raw Bar Johns Creek,GA,4.3
0x89a9f9b4abc99abf:0xf4c6d1a082f39b68,Cape Fear Boil Company,NC,4.8
0x88512947562d92bb:0x2ce7e04f4400c56c,Tex's Fish Camp,NC,4.7
0x89a911b577068a81:0xcad400c63e5118d3,Ocean Bay Seafood,NC,4.2
0x88d9b31f8d39d2d5:0xbd1360a69c0e1ee6,Pink Teacup Crab Pot,FL,3.3
0x89b2db405a518c11:0x85155d1c27eb1c17,Popeyes Louisiana Kitchen,VA,2.5
0x8890bf7407784bd7:0x99f22294e687e218,Just Fish & Grits,FL,4.7
0x88582e791f1a2df7:0x786685cdadb315dd,Cheers Bar & Grill,SC,3.5
0x89b849f8561b132b:0x8a9e43926ed11105,Rock Lobstah,MD,4.4
0x88dd811cfccf8677:0x1244059195e2f684,Picalonga Mix Restaurant,FL,4.8
0x88d9bc061722eeef:0x1208418b7efc23a,Cebiche Station by Francesco,FL,4.0
0x88fb3b245fd282d9:0x4b220ef4d62591f0,Speed's Kitchen,GA,4.6
0x89002ba4b77eda1f:0xd1e5bc29d88e8170,Palmetto Kitchen,SC,3.9
0x88e76d925b96120f:0x49e1088a7140451b,Long John Silver's,FL,2.6
0x88915bfa5831d93b:0xf9d8d12eb94744e7,SunQuest Cruises SOLARIS Yacht | Destin Florida Wedding Venue,FL,4.0
0x889144a7af2ff747:0x203e010838618afa,Horizons,FL,4.7
0x88d8d7ea41d98327:0x3f4d9324213f15e6,Crab Tales,FL,4.4
0x8857758b31cced3b:0x9de527aeb4088437,Hub Diggity,SC,4.0
0x8890bf0e59005659:0xcf2cdc5440c2375e,Big Al's Crabs,FL,4.7
0x88e7136d4ea041d3:0xf6da9deb791ee510,Ballers Sports Bar and Grill,FL,4.2
0x88e6db2cb8e3d4bd:0x69181086fa830484,Crab Knight Daytona Beach,FL,4.4
0x89b9d75fe0e9d3dd:0x9e73d0afaf970bb7,Atomic Seafood,MD,4.5
0x88ec5fca80b3f18b:0x5ca1cd0dbdd0686a,New Orleans Seafood,FL,4.2
0x88dd7c21f7f480b3:0xdcd029e702962d9b,The Wharf at Sunset Walk,FL,4.4
0x88e710e6ede35fc9:0x8078c60b08562dae,Lelo's Fish & Subs,FL,4.5
0x89c8049d3c27723f:0x725feb8ab8d760e9,Ruth's Chris Steak House - Water Street,MD,4.6
0x89b96583f6f8b289:0xbeaff2038a63eb8,Wright's Seafood Restaurant,VA,3.6
0x89b7fbd70f55f8a3:0x3e6db9de1049d9b8,Joe's Seafood,MD,4.4
0x89ac7284c1325983:0xf7d7cd38e22e6ff3,Carolina Fish Fry,NC,4.2
0x889141527476809f:0x72c36d9e0b9e28ed,Big Red Truck,FL,4.6
0x89af67c09827e32b:0xd011933e079f74a7,Georgie's Sport & Oyster Bar,NC,4.6
0x89c7c28f67367ab1:0x1b03524f93fd12c,Phillip's Seafood Express,MD,2.0
0x88de5eda9533c519:0xb5d800e790461dc,Dockside Grille,FL,3.0
0x88db3c083bde25f7:0x4745e0ab32be4290,The Fish Monger Restaurant,FL,4.3
0x89a891695e9cc1fb:0x3add471402f6f2ad,Parrott's On Eleventh,NC,4.8
0x88ed52dccd979395:0x7f1bd8278e274f60,Edd's Oyster Bar and Restaurant,GA,4.6
0x88d0debedf4af013:0xb13e1eeb51d5d023,Fish Market,FL,4.5
0x8856884c589df2ff:0x1938dd34deb68c4b,Adam's Fried Fish,SC,4.1
0x88d9ba74aca0de43:0xaf3154b1afd678c4,Especialidad En Mariscos Y Comida Criolla,FL,4.1
0x89a9f5a10ec7e1f7:0x7309ae6ae31b509e,Seaview Crab Company Wilmington Kitchen,NC,4.7
0x89b65cfd1c1de0bf:0x715522d1b3fb2708,Americas Bar & Grill,VA,4.1
0x88fc712d181a5e63:0xcf26a2c3860482bd,Mullets,SC,4.5
0x88c2e37e6f32664b:0xb61c201afe9a960a,Channels Seafood Market,FL,4.7
0x88938192915a8391:0x27bd73fc309e0800,Southern Crunch Authentic New Orleans Food,FL,4.4
0x88c2958f80826a1f:0xb910185dabb07b9f,China Gourmet III @ Colony Plaza,FL,4.2
0x89b989f56ecb2f0b:0xbcb8653f91b063dd,Fisherman's Corner,VA,4.7
0x89c7da723cbe52c3:0x628f6f73c3d49ee0,Blue Crab House,MD,4.6
0x88e5c535a5890e27:0xab9018272e23e974,Island Life Grill,FL,3.6
0x88d9b48d9710f64b:0xe4fa4076dda70ae9,Goyo el Pollo SOUTH BEACH,FL,4.5
0x88e77ae2f8d351bb:0xf850c8bd7a471ac7,Gaviota Seafood & Fine Peruvian Cuisine,FL,4.2
0x89a8fdbb4e17c2ad:0x25d5e492783418c2,Caino's Red Barn Grill,NC,4.6
0x89b07db968c1be2d:0x2d4f1e6181b216f9,Popeyes Louisiana Kitchen,VA,3.4
0x88f9ef34f7c3bfa1:0xa5be46d762d1f2a1,Seafood Shack,GA,4.7
0x888cb7047f3e2e3f:0xfe2548bcf8c29ae1,Overbored @ Lake Harding Marina,GA,4.1
0x88eedf0cef4f8f0d:0x8c2aa4e472ae403a,RL's Restaurant,FL,4.5
0x88e5b97eb9f0052b:0x3fdc8f12cf8dd57,Chicken and Fish House,FL,3.8
